0.862093	2.721676
0.928430	2.660523
0.954811	2.621117
1.023795	2.568100
1.053841	2.526994
1.077387	2.479076
1.103558	2.440925
1.115402	2.386614
1.140353	2.357027
1.168032	2.330534
1.182660	2.303756
1.198575	2.263480
1.207321	2.238235
1.217127	2.213598
1.212103	2.173306
1.234983	2.149412
1.238888	2.129376
1.248166	2.104847
1.260532	2.082413
1.269645	2.066837
1.272565	2.045066
1.281055	2.028216
1.286126	2.016115
1.286547	1.990382
1.301561	1.984098
1.297113	1.968578
1.286625	1.941784
1.272042	1.949624
1.276770	1.977086
1.266515	1.988526
1.268186	2.003408
1.252399	2.013619
1.254086	2.043242
1.246986	2.060636
1.237187	2.080980
1.225331	2.108776
1.224020	2.126724
1.204723	2.147100
1.206788	2.183495
1.186045	2.211376
1.171106	2.243830
1.169305	2.271515
1.140490	2.307531
1.143861	2.345295
1.120523	2.385299
1.082748	2.419229
1.070630	2.462393
1.051062	2.509749
1.019591	2.560156
0.976397	2.604738
0.922816	2.674589
0.873991	2.708458
0.855592	2.729490
0.907583	2.674863
0.905199	2.651361
0.977798	2.603262
0.993770	2.572029
1.004989	2.527763
1.023021	2.496252
1.023881	2.436467
1.044940	2.413892
1.073110	2.394082
1.081086	2.372916
1.096790	2.326003
1.097867	2.303966
1.102239	2.281172
1.084888	2.229703
1.116582	2.203192
1.112722	2.184321
1.121710	2.155093
1.137286	2.128109
1.145448	2.113163
1.144389	2.086080
1.153639	2.066728
1.155110	2.055922
1.152938	2.018448
1.174133	2.016326
1.159179	1.997405
1.175658	1.982002
1.161315	1.953542
1.179190	1.958243
1.174572	1.934327
1.251826	1.951431
1.234190	1.953066
1.241165	1.982123
1.236553	1.992877
1.228692	2.006383
1.218599	2.028445
1.223392	2.038117
1.205002	2.047485
1.215291	2.079406
1.197078	2.095840
1.187536	2.117705
1.194980	2.134642
1.171233	2.156082
1.187122	2.184164
1.173389	2.209012
1.145124	2.222367
1.148459	2.250951
1.146382	2.282326
1.135340	2.314412
1.115125	2.336224
1.096269	2.388552
1.077524	2.394734
1.092302	2.447551
1.043861	2.484987
1.019860	2.527579
0.989151	2.562917
0.975640	2.612537
0.960406	2.657148
0.912018	2.689135
0.915959	2.722100
0.854372	2.727455
0.881183	2.682562
0.872033	2.658216
0.914960	2.616313
0.919897	2.585707
0.923296	2.545522
0.930933	2.513793
0.929744	2.461467
0.939872	2.435250
0.955185	2.410826
0.956649	2.385484
0.967059	2.340600
0.964325	2.314279
0.964353	2.287246
0.951984	2.238259
0.973574	2.207954
0.967716	2.183717
0.973236	2.151439
0.983970	2.120983
0.987571	2.100061
0.985883	2.069601
0.991501	2.045511
0.989760	2.028131
0.989425	1.989849
1.002857	1.980309
0.989379	1.956402
1.001543	1.936812
0.990375	1.905732
1.000642	1.902343
0.997183	1.875708
1.009289	1.856162
1.001003	1.827766
1.007920	1.822632
1.010009	1.779841
1.006384	1.794938
0.999761	1.814884
1.006777	1.831035
0.997174	1.842623
1.004360	1.873463
0.994512	1.890105
0.990282	1.912021
0.998628	1.934111
0.985725	1.954134
0.998302	1.984845
0.992372	2.009276
0.979432	2.024816
0.984744	2.054666
0.986686	2.085745
0.983599	2.116379
0.976867	2.139600
0.968700	2.182920
0.965582	2.196746
0.977440	2.244483
0.957246	2.275846
0.951022	2.313385
0.942889	2.345702
0.944038	2.389336
0.945694	2.429645
0.933036	2.458644
0.946291	2.492800
0.925432	2.547640
0.920086	2.567555
0.900745	2.596168
0.885794	2.651232
0.870953	2.689957
0.869197	2.736674
0.839682	2.741132
0.831998	2.712198
0.769871	2.715304
0.797632	2.687645
0.765429	2.679016
0.737384	2.654236
0.715447	2.641666
0.691931	2.593174
0.676504	2.586585
0.671018	2.580676
0.643273	2.575432
0.646798	2.526649
0.615680	2.517021
0.591444	2.503534
0.561875	2.442858
0.584898	2.405158
0.551970	2.392256
0.549319	2.349789
0.557818	2.304897
0.545505	2.286404
0.531700	2.240023
0.529355	2.204151
0.506031	2.190081
0.506945	2.103372
0.512820	2.100411
0.472195	2.059045
0.487935	2.017192
0.462087	1.938050
0.458498	1.950953
0.448581	1.877081
0.470916	1.827414
0.513252	1.948912
0.519930	2.028581
0.530095	2.053012
0.530780	2.084124
0.517204	2.138140
0.552440	2.148954
0.543184	2.165748
0.563033	2.227881
0.550492	2.257620
0.550333	2.294068
0.587186	2.308298
0.567905	2.342738
0.609792	2.372351
0.608800	2.402703
0.599554	2.412165
0.626656	2.437701
0.645565	2.466600
0.653929	2.495463
0.660940	2.506591
0.651687	2.560762
0.678010	2.543084
0.717544	2.584596
0.696067	2.609698
0.705521	2.634799
0.716362	2.648619
0.743722	2.675693
0.776666	2.695023
0.786646	2.699557
0.850273	2.704141
0.841651	2.747107
0.876024	2.733538
0.863336	2.723713
0.930849	2.666175
0.943429	2.640010
1.026841	2.590999
1.053803	2.558790
1.073564	2.514723
1.099925	2.483565
1.105729	2.426347
1.133826	2.404770
1.168004	2.386111
1.182388	2.366360
1.199912	2.323434
1.206609	2.303542
1.215761	2.283217
1.201120	2.237460
1.233119	2.214120
1.234204	2.198107
1.244699	2.172800
1.260705	2.149448
1.271675	2.137072
1.272652	2.114117
1.283182	2.097844
1.288303	2.089510
1.285819	2.057436
1.307984	2.056108
1.297757	2.041338
1.313231	2.028163
1.301560	2.004877
1.321204	2.009678
1.325327	1.983822
1.329763	1.993153
1.311424	1.995278
1.317939	2.022884
1.311869	2.033255
1.302986	2.046530
