1.292732	2.068337
1.294602	2.077330
1.274879	2.087200
1.283769	2.117957
1.264221	2.134899
1.252944	2.156897
1.257204	2.173442
1.231512	2.195882
1.244485	2.223431
1.227940	2.249180
1.195519	2.264273
1.195185	2.293467
1.189183	2.325939
1.173495	2.359773
1.147030	2.383943
1.122241	2.439122
1.094864	2.448117
1.103770	2.503194
1.042529	2.545746
1.005787	2.592894
0.959625	2.633375
0.929340	2.687828
0.894149	2.737530
0.838766	2.732778
0.916154	2.683622
0.936959	2.666507
1.032759	2.625255
1.069442	2.601480
1.097797	2.565912
1.133392	2.542685
1.144776	2.493952
1.181956	2.479441
1.225793	2.467002
1.247876	2.454275
1.270408	2.417242
1.283327	2.404199
1.298497	2.390194
1.284533	2.351774
1.322596	2.331158
1.328605	2.321457
1.342726	2.300254
1.362352	2.279796
1.378185	2.271564
1.381600	2.252870
1.395579	2.239609
1.405377	2.235898
1.402488	2.206316
1.429987	2.206679
1.422639	2.197898
1.440381	2.185203
1.429303	2.166321
1.454752	2.173264
1.451873	2.156151
1.465042	2.140541
1.513583	2.172014
1.521050	2.193597
1.512092	2.198538
1.501542	2.206812
1.492252	2.223858
1.488386	2.224668
1.466638	2.229784
1.474764	2.251207
1.454319	2.262153
1.441841	2.276276
1.440833	2.282755
1.415104	2.297590
1.423939	2.313070
1.406105	2.328793
1.371138	2.334850
1.367578	2.351398
1.359353	2.370759
1.342452	2.391082
1.313449	2.402305
1.292651	2.440251
1.259002	2.436727
1.267486	2.473905
1.211717	2.498391
1.179010	2.527013
1.137254	2.549113
1.114131	2.584699
1.087276	2.616403
1.025960	2.636035
1.013255	2.658588
0.931238	2.717795
0.874504	2.725304
0.837169	2.733948
0.849904	2.684451
0.810606	2.665645
0.853006	2.618500
0.839929	2.588144
0.828342	2.541460
0.823067	2.507170
0.810979	2.437580
0.811003	2.409999
0.819317	2.384756
0.808387	2.356599
0.816798	2.294502
0.801777	2.262064
0.791781	2.227528
0.770147	2.151829
0.795044	2.112832
0.777597	2.078920
0.780387	2.032603
0.791397	1.990541
0.789292	1.962426
0.782450	1.916377
0.785616	1.883000
0.775563	1.857594
0.775087	1.798939
0.787621	1.791846
0.762167	1.749669
0.777142	1.726723
0.758711	1.674368
0.765652	1.674815
0.759041	1.633385
0.776224	1.612564
0.763121	1.566854
0.766804	1.562559
0.740263	1.488723
0.738161	1.508748
0.729091	1.532948
0.746082	1.563569
0.736648	1.575169
0.748294	1.626017
0.737514	1.645433
0.734732	1.676726
0.753400	1.715902
0.738220	1.739745
0.761425	1.793924
0.757346	1.828766
0.745995	1.845974
0.759421	1.894181
0.767697	1.942467
0.768942	1.987883
0.767748	2.018928
0.758737	2.084490
0.767841	2.098196
0.790008	2.172774
0.769505	2.213000
0.769461	2.264742
0.769279	2.305763
0.780821	2.365511
0.795429	2.417379
0.793344	2.448113
0.829559	2.486471
0.812410	2.556821
0.828273	2.568925
0.823409	2.594233
0.823178	2.659872
0.829404	2.698403
0.859226	2.747695
